OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,LOGRECNO,total_requests,median_response_hours,mean_response_hours,median_resolution_days,mean_resolution_days,closed_requests,resolution_rate
129,42,101,034600,42101034600,346,Census Tract 346,G5020,S,1853669,5746,+40.0708314,-075.0207264,10658,376,629.5,3204.06914893617,8.5,109.88068181818181,352,93.61702127659575
130,42,101,006400,42101006400,64,Census Tract 64,G5020,S,645368,16097,+39.9251805,-075.2428396,10397,1253,1753.0,3112.61053471668,63.0,111.79898218829517,1179,94.09417398244214
131,42,101,006500,42101006500,65,Census Tract 65,G5020,S,1111283,29425,+39.9330955,-075.2318406,10398,1488,1556.0,3056.2204301075267,55.0,91.00292825768668,1366,91.8010752688172
132,42,101,006600,42101006600,66,Census Tract 66,G5020,S,651244,0,+39.9293155,-075.2298425,10399,1020,1527.5,2807.719607843137,56.0,90.5290948275862,928,90.98039215686275
133,42,101,036301,42101036301,363.01,Census Tract 363.01,G5020,S,2322732,66075,+40.0895349,-074.9667387,10681,1031,544.0,3771.9030067895246,4.0,125.22011952191235,1004,97.3811833171678
134,42,101,036400,42101036400,364,Census Tract 364,G5020,S,4501110,8014,+40.1127747,-074.9789137,10684,281,1639.0,4463.053380782918,7.0,127.71272727272728,275,97.86476868327402
135,42,101,036600,42101036600,366,Census Tract 366,G5020,S,1004313,1426278,+39.9470272,-075.1404472,10687,953,304.0,2335.3620146904514,5.0,42.21185510428101,911,95.59286463798531
136,42,101,034803,42101034803,348.03,Census Tract 348.03,G5020,S,1271533,8021,+40.0619427,-075.0023705,10663,759,1054.0,3411.014492753623,9.0,116.2995839112344,721,94.99341238471673
137,42,101,034702,42101034702,347.02,Census Tract 347.02,G5020,S,1016206,0,+40.0570427,-075.0283288,10660,666,602.0,3156.930930930931,6.0,107.4384858044164,634,95.1951951951952
138,42,101,036202,42101036202,362.02,Census Tract 362.02,G5020,S,1116115,2329,+40.0838623,-074.9781805,10679,1071,923.0,3430.091503267974,11.0,120.83921568627451,1020,95.23809523809523
139,42,101,003800,42101003800,38,Census Tract 38,G5020,S,1089154,0,+39.9184658,-075.1831323,10380,1487,1049.0,3077.595158036315,14.0,95.88286334056399,1383,93.00605245460659
140,42,101,008302,42101008302,83.02,Census Tract 83.02,G5020,S,425234,0,+39.9566981,-075.2414378,10416,1873,1539.0,3223.9418045915645,61.0,112.05226881102814,1741,92.95248264815802
141,42,101,017602,42101017602,176.02,Census Tract 176.02,G5020,S,400458,0,+39.9967182,-075.1305528,10507,837,1311.0,3184.9283154121863,14.0,95.13612565445027,764,91.27837514934289
142,42,101,001002,42101001002,10.02,Census Tract 10.02,G5020,S,471662,0,+39.9450045,-075.1466193,10349,1421,257.0,1944.8057705840956,5.0,36.379129129129126,1332,93.73680506685432
143,42,101,001001,42101001001,10.01,Census Tract 10.01,G5020,S,229399,0,+39.9456722,-075.1516020,10348,1149,281.0,1746.6832027850305,5.0,37.394785847299815,1074,93.47258485639686
144,42,101,000402,42101000402,4.02,Census Tract 4.02,G5020,S,303680,0,+39.9532973,-075.1686952,10339,1113,195.0,2095.190476190476,3.0,45.80326295585413,1042,93.62084456424078
145,42,101,000401,42101000401,4.01,Census Tract 4.01,G5020,S,214766,14981,+39.9541871,-075.1758082,10338,564,224.0,1969.799645390071,3.0,48.07736943907157,517,91.66666666666666
146,42,101,012204,42101012204,122.04,Census Tract 122.04,G5020,S,849290,56473,+40.0009407,-075.2120769,10457,727,1519.0,3415.5529573590097,25.5,106.6860119047619,672,92.43466299862449
147,42,101,012203,42101012203,122.03,Census Tract 122.03,G5020,S,226108,0,+40.0074668,-075.2093526,10456,66,833.5,3871.1060606060605,13.0,124.21311475409836,61,92.42424242424242
148,42,101,013602,42101013602,136.02,Census Tract 136.02,G5020,S,234732,0,+39.9715714,-075.1798097,10466,1154,820.5,2604.199306759099,11.0,82.71543985637344,1114,96.53379549393414
149,42,101,034501,42101034501,345.01,Census Tract 345.01,G5020,S,447469,0,+40.0749091,-075.0392089,10656,343,1042.0,3053.5568513119533,28.0,115.79439252336448,321,93.58600583090379
150,42,101,034502,42101034502,345.02,Census Tract 345.02,G5020,S,1009269,0,+40.0814446,-075.0383811,10657,1042,1269.0,2764.066218809981,12.0,93.32335329341318,1002,96.1612284069098
151,42,101,001102,42101001102,11.02,Census Tract 11.02,G5020,S,204062,0,+39.9442654,-075.1566960,10351,1083,238.0,1905.8679593721145,5.0,39.40769230769231,1040,96.02954755309327
152,42,101,000902,42101000902,9.02,Census Tract 9.02,G5020,S,155164,0,+39.9471596,-075.1566389,10347,720,423.0,2472.4347222222223,6.0,42.72837632776935,659,91.52777777777777
153,42,101,000901,42101000901,9.01,Census Tract 9.01,G5020,S,105510,0,+39.9478866,-075.1623004,10346,1387,152.0,1665.9142033165106,3.0,37.08863636363636,1320,95.16943042537851
154,42,101,017201,42101017201,172.01,Census Tract 172.01,G5020,S,262958,0,+39.9993972,-075.1686145,10501,1322,1604.0,3278.4621785173977,28.0,96.99744897959184,1176,88.95612708018155
155,42,101,017202,42101017202,172.02,Census Tract 172.02,G5020,S,290610,0,+39.9986670,-075.1742061,10502,1428,1200.5,2989.5336134453783,31.0,98.52737085582113,1297,90.82633053221288
156,42,101,027401,42101027401,274.01,Census Tract 274.01,G5020,S,326659,0,+40.0386049,-075.1286496,10586,801,498.0,2679.347066167291,7.0,86.98157894736842,760,94.88139825218477
157,42,101,020101,42101020101,201.01,Census Tract 201.01,G5020,S,483577,0,+40.0036824,-075.1553072,10526,1521,1333.0,2721.2031558185404,30.5,92.44130127298445,1414,92.96515450361605
158,42,101,020102,42101020102,201.02,Census Tract 201.02,G5020,S,373125,0,+40.0111415,-075.1545676,10527,1570,1260.5,2950.048407643312,29.0,98.137321549966,1471,93.69426751592357
159,42,101,031101,42101031101,311.01,Census Tract 311.01,G5020,S,349649,0,+40.0422496,-075.0785449,10622,853,937.0,2774.773739742087,22.5,96.9647201946472,822,96.36576787807736
160,42,101,031102,42101031102,311.02,Census Tract 311.02,G5020,S,397973,0,+40.0370850,-075.0833729,10623,908,1534.0,3521.6662995594716,24.5,131.11888111888112,858,94.49339207048459
161,42,101,019502,42101019502,195.02,Census Tract 195.02,G5020,S,370302,0,+40.0034030,-075.1300445,10521,849,982.0,3197.9811542991756,15.0,114.02130325814537,798,93.99293286219081
162,42,101,019501,42101019501,195.01,Census Tract 195.01,G5020,S,393883,0,+40.0004303,-075.1316227,10520,1276,846.0,2720.0556426332287,11.0,83.36707818930041,1215,95.21943573667711
163,42,101,028901,42101028901,289.01,Census Tract 289.01,G5020,S,598655,0,+40.0171008,-075.1151820,10603,806,1292.0,3575.2009925558314,19.0,121.3372859025033,759,94.16873449131513
164,42,101,028902,42101028902,289.02,Census Tract 289.02,G5020,S,772294,6267,+40.0216105,-075.1116877,10604,1149,1092.0,3366.066144473455,13.0,119.58768656716418,1072,93.29852045256744
165,42,101,033101,42101033101,331.01,Census Tract 331.01,G5020,S,486954,0,+40.0403093,-075.0379505,10641,1069,777.0,2491.7006548175864,14.0,86.37413622902271,1013,94.76145930776426
166,42,101,033102,42101033102,331.02,Census Tract 331.02,G5020,S,718272,0,+40.0451050,-075.0272869,10642,1068,1411.0,2901.4101123595506,17.0,100.2603550295858,1014,94.9438202247191
167,42,101,031501,42101031501,315.01,Census Tract 315.01,G5020,S,587242,0,+40.0365919,-075.0481642,10628,1331,1124.0,2988.43350864012,11.0,98.12041467304626,1254,94.21487603305785
168,42,101,030501,42101030501,305.01,Census Tract 305.01,G5020,S,377375,0,+40.0428163,-075.0994351,10615,1032,1314.5,3077.5377906976746,32.0,115.32965931863727,998,96.70542635658916
169,42,101,030502,42101030502,305.02,Census Tract 305.02,G5020,S,699246,0,+40.0457206,-075.1046619,10616,1261,1415.0,3341.125297383029,34.0,120.24702886247877,1178,93.41792228390166
170,42,101,009802,42101009802,98.02,Census Tract 98.02,G5020,S,611026,0,+39.9745879,-075.2679037,10433,1317,1483.0,2581.680334092635,37.0,83.99841646872525,1263,95.8997722095672
171,42,101,018001,42101018001,180.01,Census Tract 180.01,G5020,S,387383,0,+39.9810569,-075.1128000,10512,1224,1116.0,3858.3676470588234,13.0,138.68307426597582,1158,94.6078431372549
172,42,101,017702,42101017702,177.02,Census Tract 177.02,G5020,S,489258,0,+39.9950621,-075.1231399,10509,1823,670.0,2778.904552934723,11.0,86.03855140186916,1712,93.91113549094898
173,42,101,017701,42101017701,177.01,Census Tract 177.01,G5020,S,241053,0,+39.9964470,-075.1167526,10508,1805,873.0,3468.526869806094,12.0,113.03013863773357,1659,91.91135734072023
174,42,101,035602,42101035602,356.02,Census Tract 356.02,G5020,S,1394868,1863,+40.1079419,-075.0480601,10671,555,1095.0,3817.4900900900902,12.0,130.64365671641792,536,96.57657657657658
175,42,101,035701,42101035701,357.01,Census Tract 357.01,G5020,S,598625,718,+40.1095846,-075.0286811,10672,437,1097.0,2403.858123569794,13.0,80.91252955082743,423,96.79633867276888
176,42,101,035702,42101035702,357.02,Census Tract 357.02,G5020,S,1559149,0,+40.1130914,-075.0374316,10673,611,1565.0,3282.8068739770865,21.0,114.7135593220339,590,96.56301145662847
177,42,101,035601,42101035601,356.01,Census Tract 356.01,G5020,S,2029707,12498,+40.0973908,-075.0388184,10670,920,648.5,2522.970652173913,7.0,73.6946386946387,858,93.26086956521739
178,42,101,015101,42101015101,151.01,Census Tract 151.01,G5020,S,193072,0,+39.9869632,-075.1857502,10480,600,966.0,2764.5633333333335,22.0,90.9890909090909,550,91.66666666666666
179,42,101,015102,42101015102,151.02,Census Tract 151.02,G5020,S,556570,0,+39.9861430,-075.1794280,10481,1346,1084.0,2794.722882615156,23.0,93.55990602975724,1277,94.87369985141159
180,42,101,036501,42101036501,365.01,Census Tract 365.01,G5020,S,1816093,7168,+40.1290877,-075.0120077,10685,626,1373.0,3584.8578274760384,14.0,112.51945854483925,591,94.40894568690096
181,42,101,980400,42101980400,9804,Census Tract 9804,G5020,S,2923998,51364,+39.8798897,-075.2337414,10712,27,26.0,2397.925925925926,1.0,70.79166666666667,24,88.88888888888889
182,42,101,013402,42101013402,134.02,Census Tract 134.02,G5020,S,238612,0,+39.9653623,-075.1690326,10463,1459,689.0,2412.7210418094587,11.0,79.89221984296931,1401,96.02467443454421
183,42,101,013401,42101013401,134.01,Census Tract 134.01,G5020,S,164058,0,+39.9659574,-075.1752507,10462,825,394.0,2124.6993939393938,7.0,49.74711168164313,779,94.42424242424242
184,42,101,013601,42101013601,136.01,Census Tract 136.01,G5020,S,167625,0,+39.9689697,-075.1785774,10465,748,478.5,2246.889037433155,7.5,66.57062146892656,708,94.6524064171123
185,42,101,037900,42101037900,379,Census Tract 379,G5020,S,1374524,0,+39.9910899,-075.0927158,10696,2106,588.5,3228.2260208926878,10.0,107.45072536268134,1999,94.91927825261158
186,42,101,038200,42101038200,382,Census Tract 382,G5020,S,1828671,25840,+39.9963741,-075.0973643,10699,2086,624.0,2945.4261744966443,11.0,98.12756378189094,1999,95.82933844678811
187,42,101,038000,42101038000,380,Census Tract 380,G5020,S,874602,0,+40.0052279,-075.0807845,10697,1087,1379.0,3857.48758049678,18.0,135.07843137254903,1020,93.83624655013799
188,42,101,038100,42101038100,381,Census Tract 381,G5020,S,3335029,1629584,+40.0189334,-075.0399564,10698,1035,1272.0,3158.2115942028986,7.0,103.51881993896237,983,94.97584541062803
189,42,101,038400,42101038400,384,Census Tract 384,G5020,S,2546785,0,+40.0714163,-075.2332568,10701,412,854.5,3075.3228155339807,6.0,92.82085561497327,374,90.77669902912622
190,42,101,000100,42101000100,1,Census Tract 1,G5020,S,704909,0,+39.9523827,-075.1466628,10335,2732,231.0,1895.183748169839,5.0,45.401408450704224,2556,93.55783308931186
191,42,101,000200,42101000200,2,Census Tract 2,G5020,S,382478,0,+39.9553999,-075.1569775,10336,1305,197.0,1465.9164750957855,5.0,36.599842146803475,1267,97.08812260536398
192,42,101,000300,42101000300,3,Census Tract 3,G5020,S,548342,356,+39.9568780,-075.1716655,10337,1417,332.0,2201.740296400847,5.0,49.55245283018868,1325,93.5074100211715
193,42,101,000500,42101000500,5,Census Tract 5,G5020,S,428783,0,+39.9519534,-075.1581776,10340,4014,19.0,1065.070004982561,0.0,19.115394566623543,3865,96.28799202790235
194,42,101,000600,42101000600,6,Census Tract 6,G5020,S,172655,0,+39.9493845,-075.1583354,10341,942,422.0,2349.567940552017,5.0,49.114045618247296,833,88.42887473460722
195,42,101,000700,42101000700,7,Census Tract 7,G5020,S,246682,7087,+39.9510463,-075.1729143,10342,2081,286.0,2304.7236905333975,4.0,46.91752049180328,1952,93.80105718404613
196,42,101,003200,42101003200,32,Census Tract 32,G5020,S,491790,0,+39.9333011,-075.1854187,10375,2128,652.0,2377.531484962406,10.0,75.2592778335005,1994,93.703007518797
197,42,101,003300,42101003300,33,Census Tract 33,G5020,S,1062354,72863,+39.9384405,-075.1958253,10376,2710,697.0,2490.067527675277,10.0,80.26601941747573,2575,95.01845018450184
198,42,101,003600,42101003600,36,Census Tract 36,G5020,S,964539,0,+39.9279255,-075.1920206,10377,1287,1147.0,3629.10878010878,19.0,123.93936877076412,1204,93.55089355089355
199,42,101,003701,42101003701,37.01,Census Tract 37.01,G5020,S,355619,0,+39.9276728,-075.1806654,10378,1852,855.0,2768.5340172786177,15.0,88.76036342986939,1761,95.08639308855291
200,42,101,003702,42101003702,37.02,Census Tract 37.02,G5020,S,247413,0,+39.9245283,-075.1824354,10379,975,907.0,2943.72,13.0,95.10548977395048,929,95.28205128205128
201,42,101,004101,42101004101,41.01,Census Tract 41.01,G5020,S,374000,0,+39.9229611,-075.1589741,10385,2607,642.0,2320.952052167242,11.0,67.65761086695964,2503,96.01074031453778
202,42,101,004002,42101004002,40.02,Census Tract 40.02,G5020,S,344837,0,+39.9188943,-075.1674160,10384,1446,802.0,2624.3817427385893,9.0,74.39187227866474,1378,95.29737206085753
203,42,101,003902,42101003902,39.02,Census Tract 39.02,G5020,S,452596,0,+39.9167178,-075.1744119,10382,1914,953.0,2760.5726227795194,12.0,81.88423373759647,1814,94.77533960292581
204,42,101,004001,42101004001,40.01,Census Tract 40.01,G5020,S,314952,0,+39.9238035,-075.1662102,10383,1584,475.5,2296.1780303030305,8.0,64.90843688685415,1529,96.52777777777779
205,42,101,004102,42101004102,41.02,Census Tract 41.02,G5020,S,391854,0,+39.9179425,-075.1600629,10386,2155,788.0,3048.5624129930393,15.0,105.81372549019608,2040,94.66357308584686
206,42,101,004202,42101004202,42.02,Census Tract 42.02,G5020,S,453343,0,+39.9168570,-075.1516284,10388,1315,818.0,2778.1209125475284,17.0,96.01940177849636,1237,94.06844106463879
207,42,101,004201,42101004201,42.01,Census Tract 42.01,G5020,S,361679,0,+39.9219554,-075.1512640,10387,1247,761.0,2781.9767441860463,12.0,91.92127303182579,1194,95.74979951884522
208,42,101,007900,42101007900,79,Census Tract 79,G5020,S,377950,0,+39.9504630,-075.2182570,10410,2055,635.0,2182.43503649635,10.0,65.12719078617927,1997,97.17761557177616
209,42,101,008000,42101008000,80,Census Tract 80,G5020,S,430471,0,+39.9506613,-075.2268423,10411,1464,1470.0,2713.242486338798,21.0,86.72046955245781,1363,93.10109289617486
210,42,101,008200,42101008200,82,Census Tract 82,G5020,S,832334,11136,+39.9491574,-075.2444494,10414,2168,1560.0,3335.3542435424356,62.0,117.35977766548763,1979,91.28228782287823
211,42,101,017601,42101017601,176.01,Census Tract 176.01,G5020,S,579127,0,+39.9939260,-075.1343448,10506,1660,522.0,2249.6825301204817,10.0,66.22862571247624,1579,95.12048192771084
212,42,101,008301,42101008301,83.01,Census Tract 83.01,G5020,S,510557,6713,+39.9577810,-075.2467384,10415,1580,1517.5,3171.6582278481014,61.0,111.48514167242571,1447,91.58227848101265
213,42,101,008400,42101008400,84,Census Tract 84,G5020,S,501765,0,+39.9579899,-075.2354681,10417,1639,1554.0,3405.7449664429532,62.0,120.71018276762402,1532,93.47162904209884
214,42,101,008500,42101008500,85,Census Tract 85,G5020,S,621445,0,+39.9568821,-075.2265389,10418,2687,1553.0,3299.323036844064,50.5,105.14342313787638,2524,93.93375511723112
215,42,101,009000,42101009000,90,Census Tract 90,G5020,S,436319,0,+39.9595116,-075.1906245,10425,670,1317.0,2181.2223880597016,17.0,67.52696456086287,649,96.86567164179104
216,42,101,009100,42101009100,91,Census Tract 91,G5020,S,425573,0,+39.9594179,-075.1977245,10426,633,1464.0,2365.6271721958924,21.0,72.09060402684564,596,94.15481832543445
217,42,101,009200,42101009200,92,Census Tract 92,G5020,S,512009,0,+39.9601608,-075.2074723,10427,1050,1450.0,2541.12,20.0,87.83097165991903,988,94.0952380952381
218,42,101,009300,42101009300,93,Census Tract 93,G5020,S,402475,0,+39.9622914,-075.2240225,10428,1632,1488.0,2925.886029411765,52.5,97.75763612217796,1506,92.27941176470588
219,42,101,006700,42101006700,67,Census Tract 67,G5020,S,1001467,0,+39.9242475,-075.2242816,10400,2188,1553.5,2908.3244972577695,61.0,89.64084507042253,1988,90.85923217550274
220,42,101,006900,42101006900,69,Census Tract 69,G5020,S,704352,102803,+39.9306204,-075.2146526,10401,504,1511.5,2546.5734126984125,57.0,85.94904458598727,471,93.45238095238095
221,42,101,007000,42101007000,70,Census Tract 70,G5020,S,469047,0,+39.9351850,-075.2214770,10402,1146,1517.5,2545.3586387434557,54.0,83.53101503759399,1064,92.84467713787086
222,42,101,007200,42101007200,72,Census Tract 72,G5020,S,502614,0,+39.9446370,-075.2332168,10405,1703,1540.0,2947.812096300646,61.0,99.37269841269841,1575,92.48385202583675
223,42,101,007300,42101007300,73,Census Tract 73,G5020,S,387201,0,+39.9448185,-075.2232916,10406,1605,1487.0,2673.3383177570095,35.0,80.99672346002622,1526,95.0778816199377
224,42,101,007400,42101007400,74,Census Tract 74,G5020,S,675930,0,+39.9408575,-075.2143067,10407,2061,1488.0,2966.883066472586,37.0,90.17901234567901,1944,94.32314410480349
225,42,101,007700,42101007700,77,Census Tract 77,G5020,S,322260,0,+39.9463523,-075.2082584,10408,970,1362.5,2803.720618556701,9.0,72.96509009009009,888,91.54639175257732
226,42,101,007800,42101007800,78,Census Tract 78,G5020,S,427404,0,+39.9464580,-075.2162637,10409,2248,907.0,2536.4341637010675,9.0,68.48707482993197,2205,98.08718861209964
227,42,101,011500,42101011500,115,Census Tract 115,G5020,S,370456,0,+39.9773687,-075.2518303,10449,1326,1505.0,2971.5693815987934,55.0,98.88412698412698,1260,95.02262443438913
228,42,101,011700,42101011700,117,Census Tract 117,G5020,S,654019,0,+39.9919070,-075.2404371,10450,294,1494.0,2895.0408163265306,24.5,69.59285714285714,280,95.23809523809523
229,42,101,011800,42101011800,118,Census Tract 118,G5020,S,915129,0,+39.9852889,-075.2357395,10451,1973,1512.0,2983.846933603649,61.0,97.64566505115778,1857,94.1206284845413
230,42,101,011900,42101011900,119,Census Tract 119,G5020,S,691111,0,+39.9861142,-075.2288429,10452,1747,1516.0,3057.224384659416,61.0,99.86658431130327,1619,92.67315397824842
231,42,101,012000,42101012000,120,Census Tract 120,G5020,S,600681,0,+39.9955323,-075.2297466,10453,562,1477.5,2756.576512455516,41.0,91.86617100371747,538,95.72953736654804
232,42,101,012100,42101012100,121,Census Tract 121,G5020,S,876796,5378,+39.9964998,-075.2223795,10454,662,1533.5,3183.737160120846,46.0,102.56792144026187,611,92.29607250755288
233,42,101,012500,42101012500,125,Census Tract 125,G5020,S,864810,49075,+39.9613701,-075.1720837,10458,1251,334.0,2162.5907274180654,4.0,42.35037720033529,1193,95.36370903277378
234,42,101,013100,42101013100,131,Census Tract 131,G5020,S,322157,0,+39.9651312,-075.1507381,10459,537,565.0,2023.5921787709497,6.0,46.354285714285716,525,97.76536312849163
235,42,101,013200,42101013200,132,Census Tract 132,G5020,S,426671,0,+39.9662042,-075.1571335,10460,988,433.5,2097.919028340081,7.0,54.0440251572327,954,96.5587044534413
236,42,101,013300,42101013300,133,Census Tract 133,G5020,S,357932,0,+39.9666126,-075.1629455,10461,1905,423.0,2122.3811023622047,9.0,67.02498642042369,1841,96.64041994750656
237,42,101,013500,42101013500,135,Census Tract 135,G5020,S,404891,0,+39.9693564,-075.1700367,10464,1594,640.5,2420.258469259724,11.0,77.7726975832789,1531,96.04767879548307
238,42,101,013700,42101013700,137,Census Tract 137,G5020,S,589738,0,+39.9772752,-075.1842323,10467,3150,1017.5,2696.247619047619,21.0,87.39361344537815,2975,94.44444444444444
239,42,101,017000,42101017000,170,Census Tract 170,G5020,S,1570376,50400,+40.0078614,-075.1834204,10499,783,1290.0,3012.8378033205618,14.0,87.50966850828729,724,92.46487867177522
240,42,101,017100,42101017100,171,Census Tract 171,G5020,S,1140882,0,+40.0027449,-075.1763248,10500,1572,1492.0,3404.881679389313,28.0,104.36122733612274,1434,91.22137404580153
241,42,101,017300,42101017300,173,Census Tract 173,G5020,S,874586,0,+39.9985707,-075.1609337,10503,1400,1054.0,2557.574285714286,25.0,82.80469341408025,1321,94.35714285714286
242,42,101,017400,42101017400,174,Census Tract 174,G5020,S,353985,0,+39.9962138,-075.1503586,10504,1006,1095.0,3007.406560636183,17.0,103.26960257787326,931,92.54473161033798
243,42,101,017500,42101017500,175,Census Tract 175,G5020,S,719915,6252,+39.9979150,-075.1429842,10505,2054,1043.0,3184.047224926972,15.0,112.72230971128609,1905,92.74586173320351
244,42,101,017800,42101017800,178,Census Tract 178,G5020,S,662905,0,+39.9913734,-075.1173063,10510,3407,614.0,2649.1843263868504,8.0,79.51993769470405,3210,94.21778690930437
245,42,101,017900,42101017900,179,Census Tract 179,G5020,S,714008,0,+39.9870535,-075.1139340,10511,2818,503.0,2644.4084457061745,9.0,80.17951582867784,2685,95.28034066713982
246,42,101,018300,42101018300,183,Census Tract 183,G5020,S,1834680,185387,+39.9956035,-075.0746225,10514,1809,1071.0,2961.6528468767274,10.0,95.27340182648402,1752,96.84908789386401
247,42,101,018400,42101018400,184,Census Tract 184,G5020,S,1285745,949471,+39.9996644,-075.0637363,10515,1015,1066.0,2826.6256157635466,10.0,88.98635886673662,953,93.89162561576356
248,42,101,018800,42101018800,188,Census Tract 188,G5020,S,663288,0,+39.9973659,-075.1058296,10516,3025,619.0,2787.440330578512,9.0,90.03166133048737,2811,92.92561983471074
249,42,101,021700,42101021700,217,Census Tract 217,G5020,S,1559576,0,+40.0450277,-075.2239451,10543,982,1001.0,2632.0,9.0,76.51890756302521,952,96.94501018329939
250,42,101,021800,42101021800,218,Census Tract 218,G5020,S,996088,0,+40.0574759,-075.2324353,10544,495,1192.0,3544.7737373737373,18.0,85.87089201877934,426,86.06060606060606
251,42,101,021900,42101021900,219,Census Tract 219,G5020,S,1410069,51091,+40.0505829,-075.2470033,10545,336,569.5,2526.8958333333335,7.0,73.97523219814242,323,96.13095238095238
252,42,101,022000,42101022000,220,Census Tract 220,G5020,S,2944018,99558,+40.0562177,-075.2520092,10546,296,702.5,2828.7060810810813,5.0,68.68,275,92.9054054054054
253,42,101,980100,42101980100,9801,Census Tract 9801,G5020,S,5476589,240667,+40.0509585,-075.2149160,10709,404,2434.5,4509.6361386138615,3.5,86.03680981595092,326,80.6930693069307
254,42,101,023100,42101023100,231,Census Tract 231,G5020,S,732803,1270,+40.0666637,-075.2038514,10547,317,1296.0,3982.7634069400633,11.5,144.76573426573427,286,90.22082018927445
255,42,101,023500,42101023500,235,Census Tract 235,G5020,S,775430,0,+40.0394435,-075.2007925,10548,470,2064.0,4645.768085106383,8.0,162.84545454545454,440,93.61702127659575
256,42,101,023600,42101023600,236,Census Tract 236,G5020,S,978096,0,+40.0427145,-075.1946940,10549,660,1521.5,3277.0439393939396,7.0,99.89984101748807,629,95.3030303030303
